0 0.9999768408360213 2.3159163978609963e-05 0.0 0.0 20110318036087.74 
1 0.9999821246847683 7.150126092709694e-06 9.259156091278741e-06 1.4660330477858009e-06 20110508877575.73 
2 0.99998028945554 4.201379157212748e-06 1.2302711923612571e-05 3.206453379057631e-06 20110508877575.75 
3 0.9999754297437708 4.140528972651377e-06 1.510190452938768e-05 5.327822727212497e-06 20110508877575.73 
4 0.9999689206580968 4.825845073485438e-06 1.8387469983339544e-05 7.866026846504627e-06 20110508877575.71 
5 0.9999609894104353 5.814493910231415e-06 2.233075010731939e-05 1.0865345547235917e-05 20110508877575.73 
6 0.9999515679604786 7.020377953618462e-06 2.70268260754459e-05 1.4384835492263716e-05 20110508877575.668 
7 0.9999404850890814 8.44224467472036e-06 3.257402638357322e-05 1.849863986037608e-05 20110508877575.76 
8 0.9999275144550752 1.0101192953128353e-05 3.908753944334347e-05 2.3296812528455938e-05 20110508877575.734 
9 0.9999123896539182 1.2025211381788706e-05 4.669940573356493e-05 2.888572896641343e-05 20110508877575.766 
10 0.9998948119421927 1.4244592380885782e-05 5.555550885440771e-05 3.538795657196467e-05 20110508877575.73 
11 0.9998744572342727 1.678967725957942e-05 6.581146018013233e-05 4.294162828757533e-05 20110508877575.734 
12 0.9998509846073229 1.9688841084025593e-05 7.762732452177522e-05 5.1699227071254135e-05 20110508877575.727 
13 0.9998240474217492 2.296619761577095e-05 9.11608086446159e-05 6.182557199032595e-05 20110508877575.723 
14 0.9997933076896391 2.6638937399940018e-05 0.00010655862377065216 7.349474919021754e-05 20110508877575.74 
15 0.9997584538899116 3.0714395154734296e-05 0.0001239459700650028 8.688574486860411e-05 20110508877575.746 
16 0.9997192218754739 3.5187084305834836e-05 0.0001434144309165957 0.0001021766093037039 20110508877575.715 
17 0.999675417817475 4.00360731563707e-05 0.00016500899474682578 0.00011953711462187337 20110508877575.684 
18 0.9996269413370242 4.5223192479550924e-05 0.00018871540431722298 0.00013912006617910545 20110508877575.688 
