# 20% infected, 20% exposed
0.0 15787784.401319753 5088740.202002286 5304521.24223828 441870.15443968424
0.1 15604803.926377544 4868429.831113472 5269068.394000081 880613.8485089033
0.2 15425285.998000633 4662009.921006863 5220481.82121012 1315138.259782381
0.30000000000000004 15249608.02668086 4468057.692566038 5160734.902752339 1744515.3780007616
0.4 15078062.174390687 4285338.843209319 5091553.647982792 2167961.334417203
0.5 14910868.428191494 4112780.9482770097 5014448.255424275 2584818.368107223
0.6000000000000001 14748185.847375464 3949450.5986393625 4930740.475318532 2994539.078666643
0.7000000000000001 14590122.221045721 3794533.7678488046 4841587.348554417 3396672.6625510594
0.8 14436742.346887557 3647318.9653594675 4748001.816158006 3790852.8715949734
0.9 14288075.117196525 3507182.7893112283 4650870.625631103 4176787.4678611485
1.0 14144119.57543955 3373577.5432055285 4550969.901679208 4554248.979675719
1.1 14004850.085928679 3246020.6257792255 4448978.6981219705 4923066.590170129
1.2000000000000002 13870220.74062317 3124085.4429258006 4345490.803992313 5283119.01245872
1.3 13740169.110583108 3007393.625095847 4241025.039085676 5634328.225235375
1.4000000000000001 13614619.435055582 2895608.3637251863 4136034.241708007 5976653.9595112335
1.5 13493485.3284286 2788428.7063758266 4030913.123379874 6310088.841815706
1.6 13376672.07416999 2685584.672894389 3926005.1411647317 6634654.111770896
1.7000000000000002 13264078.56520812 2586833.074423103 3821608.517562864 6950395.842805916
1.8 13155598.941843724 2491953.933930263 3717981.5200815937 7257381.604144423
1.9000000000000001 13051123.971052429 2400747.421410862 3615347.097252713 7555697.510283998
2.0 12950542.204804242 2313031.2293561683 3513896.954670745 7845445.6111688465
2.1 12853740.949660322 2228638.324778565 3413795.1432697107 8126741.582291403
2.2 12760607.07529468 2147415.023246763 3315181.222282504 8399712.679176053
2.3000000000000003 12671027.685626984 2069219.3382472377 3218173.0509129455 8664495.925212832
2.4000000000000004 12584890.672853474 1993919.5659236663 3122869.255504538 8921236.50571832
2.5 12502085.171748023 1921393.0710159226 3029351.412747406 9170086.344488647
2.6 12422501.92910671 1851525.2447609329 2937685.984084524 9411202.842047827
2.7 12346033.601068273 1784208.6097475388 2847926.031838932 9644747.757345248
2.8000000000000003 12272574.989208488 1719342.0503381456 2760112.743581014 9870886.216872344
2.9000000000000004 12202023.224735385 1656830.1503687159 2674276.787799869 10089785.837096019
3.0 12134277.908766251 1596582.62249059 2590439.5209585372 10301615.947784608
3.1 12069241.215514587 1538513.8157869482 2508614.063433688 10506546.905264761
3.2 12006817.964227576 1482542.2902385986 2428806.2596097724 10704749.485924035
3.3000000000000003 11946915.664868593 1428590.4482753614 2351015.535467137 10896394.351388888
3.4000000000000004 11889444.541814327 1376584.2150710092 2275235.6653315686 11081651.577783072
3.5 11834317.539214885 1326452.760456102 2201455.458003409 11260690.24232558
3.6 11781450.311132839 1278128.2563637213 2129659.371227061 11433678.061276352
3.7 11730761.199120821 1231545.6646133596 2059828.0623699452 11600781.073895847
3.8000000000000003 11682171.199505998 1186642.5505997334 1991938.8822311575 11762163.367663084
3.9000000000000004 11635603.922314405 1143358.9191046017 1925966.3180746082 11917986.840506356
4.0 11590985.543480456 1101637.0690066305 1861882.3912625872 12068410.996250296
4.1000000000000005 11548244.75174037 1061421.4641405412 1799657.014238995 12213592.769880062
4.2 11507312.69139682 1022658.6179638294 1739258.311064502 12353686.379574819
4.3 11468122.901960768 985296.9900371769 1680652.9052279284 12488843.202774096
4.4 11430611.2555211 949286.8926218312 1623806.1780399338 12619211.673817104
4.5 11394715.892559363 914580.4059509819 1568682.5005487297 12744937.200940892
4.6000000000000005 11360377.156812804 881131.300948768 1515245.4415961187 12866162.100642275
4.7 11327537.529691113 848894.9683553396 1463457.9543497784 12983025.547603734
4.800000000000001 11296141.56466854 817828.3533739852 1413282.5433992785 13095663.538558159
4.9 11266135.822001383 787889.8950906144 1364681.4142843913 13204208.868623573
5.0 11237468.804059597 759039.470030238 1317616.607131038 13308791.11877909
5.1000000000000005 11210090.89150893 731238.3393123966 1272050.1158994143 13409536.653279223
5.2 11183954.280535258 704449.0989502192 1227943.9945975856 13506568.625916896
5.300000000000001 11159012.921264814 678635.6329080623 1185260.451679684 13600006.9941474
5.4 11135222.457501369 653763.0685923094 1143961.933728627 13689968.540177656
5.5 11112540.167874126 629797.734500447 1104011.199417168 13776566.898208221
5.6000000000000005 11090924.9084665 606707.1197963182 1065371.3846464613 13859912.587090684
5.7 11070337.05697626 584459.8356156123 1028006.0596767844 13940113.047731305
5.800000000000001 11050738.458440853 563025.577936188 991879.2789894121 14017272.684633505
5.9 11032092.372547593 542375.0918735454 956955.6245507976 14091492.911028018
6.0 11014363.422536725 522480.1372834157 923200.2430892925 14162872.197090521
6.1000000000000005 10997517.545695508 503313.4555716013 890578.8779398086 14231506.120793037
6.2 10981521.945433343 484848.7376264415 859057.895962414 14297487.420977755
6.300000000000001 10966345.044921255 467060.59280200134 828604.3099962297 14360906.052280467
6.4 10951956.442273552 449924.5188907061 799185.7972696439 14421849.241566047
6.5 10938326.867245086 433416.873032979 770770.7141512936 14480401.545570588
6.6000000000000005 10925428.139413938 417514.8435187657 743328.1075931017 14536644.90947414
6.7 10913233.12781663 402196.42244189186 716827.7235865067 14590658.726154914
6.800000000000001 10901715.712000825 387440.3791731949 691240.0129256002 14642519.89590032
6.9 10890850.744458858 373226.2346224726 666536.1345458861 14692302.88637272
7.0 10880614.014404371 359534.23626265227 642687.956684575 14740079.792648338
7.1000000000000005 10870982.212853584 346345.33389231603 619668.0560874917 14785920.397166543
7.2 10861932.898972329 333641.1561149425 597449.7154686193 14829892.229444046
7.300000000000001 10853444.46764986 321403.98751501745 576006.9194108632 14872060.625424195
7.4 10845496.118260618 309616.74651260965 555314.3488806335 14912488.786346072
7.5 10838067.824575325 298262.9638791663 535347.3745141806 14951237.83703126
7.6000000000000005 10831140.30578333 287326.76189820206 516082.04882016586 14988366.883498235
7.7 10824694.998588692 276792.8341552924 497495.0974305853 15023933.06982536
7.800000000000001 10818714.030343179 266646.42594236083 479563.9095208048 15057991.634193586
7.9 10813180.193180079 256873.3152617131 462266.5275090163 15090595.964049121
8.0 10808076.919113664 247459.79441563776 445581.63613581134 15121797.650334815
8.1 10803388.256069902 238392.6521676864 429488.5510157236 15151646.540746614
8.200000000000001 10799098.844815033 229659.15646198616 413967.20674444264 15180190.791978464
8.3 10795193.896749511 221247.03768713464 398998.14463790297 15207476.920925375
8.4 10791659.17253577 213144.47247139522 384562.5001725435 15233549.854820214
8.5 10788480.961529268 205340.06799606074 370641.9901896685 15258452.980284927
8.6 10785646.061983196 197822.84681398846 357218.8999209797 15282228.19128176
8.700000000000001 10783141.761998214 190582.2321604404 344276.069886952 15304915.935954317
